source,review_id,label,span_text,sentence,start,end,score
Amazon,4051,PERSON,Tony Wakeford,"If Sol Invictus was on the cover instead of Tony Wakeford, you'd never think it was performed by an entirely different cast.",44,57,0.9228494167327881
Amazon,3827,PERSON,Dennis Rodman,"The late 90's were a magical time of a bull market, the brand new Sony Play Station, and music trends that changed as often as Dennis Rodman's hair color.",127,140,0.9718729853630066
Amazon,1137,PLACE,darkness,"The following song is the dark which starts off a little lighter and then goes into the darkness which is first rapped over by INS The rebel who of course, throws in a sick verse.",88,96,0.6715819239616394
Amazon,1137,PERSON,INS,"The following song is the dark which starts off a little lighter and then goes into the darkness which is first rapped over by INS The rebel who of course, throws in a sick verse.",127,130,0.8422181606292725
Amazon,1137,PERSON,The rebel,"The following song is the dark which starts off a little lighter and then goes into the darkness which is first rapped over by INS The rebel who of course, throws in a sick verse.",131,140,0.8301540017127991
Amazon,8571,PERSON,Kweli,"However, Kweli comes through with some meaningful lyrics touching on several issues.",9,14,0.9399453401565552
Amazon,5941,PERSON,producers,"This is a wonderful bonus and it's great to see producers being orginal in their attempt to reduce piracy by offering additional material rather than having the CD crash your computer.Whilst this recording is not without it's flaws, it is a wonderful recreation of (most) of the original score.",48,57,0.6820985078811646
Amazon,5941,PERSON,Richard Gere,"Richard Gere, on the other hand, is below average as Billy Flynn.",0,12,0.9262540936470032
Amazon,5941,PERSON,Billy Flynn,"Richard Gere, on the other hand, is below average as Billy Flynn.",53,64,0.8083085417747498
Amazon,2132,PERSON,Vaughan Williams,"Here Vaughan Williams is at his very best, brimming with pastoral folksiness.",5,21,0.939041793346405
Amazon,2132,PERSON,Vaughan Williams,"Vaughan Williams describes the world of my dreams, where days are spent wandering through the countryside, without a care in the world.",0,16,0.9324040412902832
Amazon,2132,PLACE,countryside,"Vaughan Williams describes the world of my dreams, where days are spent wandering through the countryside, without a care in the world.",94,105,0.8010120987892151
Amazon,2132,PERSON,Vaughan Williams,But there's more to it than that; I don't know if I've ever heard any other Vaughan Williams that sends such memories sweeping over me.,76,92,0.9627259969711304
Amazon,2132,MEMORY,memories,But there's more to it than that; I don't know if I've ever heard any other Vaughan Williams that sends such memories sweeping over me.,109,117,0.6315510272979736
Amazon,1856,PERSON,John,"It's kind of melancholy with great guitar in the backround and a sad voice from John, on the hook he almost screams though.",80,84,0.9723407030105591
Amazon,4508,PERSON,Briton Dave Seaman,"Within the past few years, Briton Dave Seaman has become one of the very best trance/progressive dj's around.",27,45,0.8730294108390808
Amazon,4508,PERSON,Seaman,"The results have been nothing short of terrific.In the wake of his excellent and cd's, Seaman has dished up this fabulous and lushly packaged 2-cd boxed set.",87,93,0.9519473910331726
Amazon,347,PERSON,Eponine,"Too well spoken to be Eponine, who had no education and no sense of class.",22,29,0.9372979998588562
Amazon,347,PERSON,Frances Ruffelle,"I've been reading these reviews, and I can't believe what's being said about Frances Ruffelle's performance!",77,93,0.9650198817253113
Amazon,1785,PERSON,Ringo,"Ringo temporarily left the Beatles in the middle of the sessions (Paul took his place on drums on and ""Dear Prudence"").",0,5,0.9509533047676086
Amazon,1785,PERSON,Paul,"Ringo temporarily left the Beatles in the middle of the sessions (Paul took his place on drums on and ""Dear Prudence"").",66,70,0.9372497200965881
Amazon,1785,PERSON,Maharishi,"recollects much of the Maharishi's philosophy and ""Sexy Sadie"" deals with John's final disappointment, confronting him about...",23,32,0.6994125247001648
Amazon,1785,PERSON,John,"recollects much of the Maharishi's philosophy and ""Sexy Sadie"" deals with John's final disappointment, confronting him about...",74,78,0.9238030910491943
Amazon,1785,PERSON,DJ,"I just learned from a DJ while recording ""Yer Blues,"" the Beatles were going a little overboard with the experiments with a sarcastic rebuke And John thought that was a great idea!",22,24,0.6652923822402954
Amazon,1785,PERSON,John,"I just learned from a DJ while recording ""Yer Blues,"" the Beatles were going a little overboard with the experiments with a sarcastic rebuke And John thought that was a great idea!",145,149,0.9370415806770325
Amazon,9562,PERSON,Goldberg,I must say that Goldberg sounds much better as Siegmund than Siegfried (a major flaw in the Levine Ring).,16,24,0.9003412127494812
Amazon,9562,PERSON,Siegmund,I must say that Goldberg sounds much better as Siegmund than Siegfried (a major flaw in the Levine Ring).,47,55,0.8851863145828247
Amazon,9562,PERSON,Siegfried,I must say that Goldberg sounds much better as Siegmund than Siegfried (a major flaw in the Levine Ring).,61,70,0.9003278017044067
Amazon,2170,PERSON,James Taylor,"""James"" is a loving tribute to James Taylor, and stands with ""Eighteen"" as two of the most accessible tracks on this album.",31,43,0.8975820541381836
Amazon,12261,PERSON,Stewart Crowe,Stewart Crowe.,0,13,0.9237115383148193
Amazon,12261,PERSON,Elgar,I've railed many times against those who insist that only English orchestras and English conductors can full justice to Elgar's music.,120,125,0.9511071443557739
Amazon,6944,PERSON,Donny,"she sounds like Donny in quite a few moments throughout this album.Also, the vocal melodies sort of remind me of children's music.",16,21,0.906307578086853
Amazon,6944,PERSON,lead singer,"Yes I realize the lead singer is a woman, but still...",18,29,0.6887592673301697
Amazon,5628,PERSON,Gennadi Rozhdestvensky,A conductor such as Gennadi Rozhdestvensky (who has led this work countless times) knows instinctively how each number need to be paced and set apart from each other.,20,42,0.9507128596305847
Amazon,7122,PERSON,Madonna,The only thing I liked about this song was Madonna lol.,43,50,0.976184606552124
Amazon,5228,PLACE,menu,"There is also no selection on the menu to play the songs or any mention of how to play them, until you exit from the menu.",34,38,0.7919788360595703
Amazon,5228,PLACE,menu,"There is also no selection on the menu to play the songs or any mention of how to play them, until you exit from the menu.",117,121,0.7379454374313354
Amazon,3299,PLACE,Aberystwyth,"when I was working in the Music Department of the then University College of Wales, Aberystwyth, I gave a series of six public lectures entitled .",84,95,0.9203017950057983
Amazon,3299,PERSON,Arthur Hutchings,"I would make special mention of two: Arthur Hutchings OUP 1948, and Faber & Faber 1978.John C Vetterlein",37,53,0.9479407072067261
Amazon,3299,PERSON,John C Vetterlein,"I would make special mention of two: Arthur Hutchings OUP 1948, and Faber & Faber 1978.John C Vetterlein",87,104,0.8005521297454834
Amazon,7346,PERSON,Sculthorpe,"There is also a beautiful and tremendously exposed oboe solo, not to mention a chorus of bird calls from the high strings.Sculthorpe's music is especially unique.",122,132,0.959556519985199
Amazon,7346,PERSON,soloist,"Sometimes, the soloist acts as a tinkling acompaniment to another orchestral instrument with a whining melody.",15,22,0.7628910541534424
Amazon,5345,PERSON,Britney Spears,This cannot be a Britney Spears song.The Good:It sounds very different from anything I would expect from her.,17,31,0.9413779973983765
Amazon,8914,PERSON,listener,"The only problem for this listener is that placing the work at the end of the recording, followed by the audience wild applause, diminishes the impact of the last pages of the Symphony No.",26,34,0.685486376285553
Amazon,8914,PERSON,Shostakovich,The symphony remained unperformed and Shostakovich 'appeared' to toe the line with his very popular subsequent Symphony No.,38,50,0.9680138826370239
Amazon,8963,PLACE,Europe,"which was a bestselling single in Europe.The true gem and definite highlight of the album is the 14-minute suite I Love America, an exuberant celebration of the United States, its sounds, its cities and its sense of life.",34,40,0.708247721195221
Amazon,8963,PLACE,United States,"which was a bestselling single in Europe.The true gem and definite highlight of the album is the 14-minute suite I Love America, an exuberant celebration of the United States, its sounds, its cities and its sense of life.",161,174,0.720909833908081
Amazon,1250,PERSON,Montserrat Caball&eacute;,Montserrat Caball&eacute;'s Elisabetta is hardly less impressive.,0,25,0.7293509244918823
Amazon,1250,PERSON,Elisabetta,Montserrat Caball&eacute;'s Elisabetta is hardly less impressive.,28,38,0.814988374710083
Amazon,3862,PERSON,Dvorak,"I was genuinely surprised at how unique of a  performance this recording is, all the while staying quite true to Dvorak's  Romantic stylings without being overwrought or losing dramatic vigor.",113,119,0.9199367761611938
Amazon,3862,PERSON,Serkin,"Serkin plays as though  he himself composed this piece, yet keeps his contribution in balance with  the strings.",0,6,0.9489065408706665
Amazon,6621,PERSON,Ronin,"Yet, in the midst of the mediocrity lay some interesting pieces, primarily ""Ronin"" and ""Red Warrior"".",76,81,0.9192324876785278
Amazon,6621,PERSON,Red Warrior,"Yet, in the midst of the mediocrity lay some interesting pieces, primarily ""Ronin"" and ""Red Warrior"".",88,99,0.8543831706047058
Amazon,2141,PERSON,Simpson,"It is a brilliant work, though, and Simpson provides plenty of ingenious twists, riveting energy and muscular vitality and an overarching sense of breathtaking momentum on the journey to a coruscating, life-affirming, magnificent conclusion.",36,43,0.9015277028083801
Amazon,5279,PERSON,TEENAGER,they still scream &quot;TEENAGER&quot; and they dont move me too much as new and different.,24,32,0.8220040202140808
Amazon,7784,PERSON,Cavina,"Cavina 2010.Grouped by edition, Curtis 1966 and 1978, Malgoire, Gardiner and Cavina mostly or fully use Naples while the rest use Venice.",0,6,0.8979691863059998
Amazon,7784,PERSON,Curtis,"Cavina 2010.Grouped by edition, Curtis 1966 and 1978, Malgoire, Gardiner and Cavina mostly or fully use Naples while the rest use Venice.",32,38,0.9154930710792542
Amazon,7784,PLACE,Malgoire,"Cavina 2010.Grouped by edition, Curtis 1966 and 1978, Malgoire, Gardiner and Cavina mostly or fully use Naples while the rest use Venice.",54,62,0.785143256187439
Amazon,7784,PERSON,Gardiner,"Cavina 2010.Grouped by edition, Curtis 1966 and 1978, Malgoire, Gardiner and Cavina mostly or fully use Naples while the rest use Venice.",64,72,0.9092044830322266
Amazon,7784,PERSON,Cavina,"Cavina 2010.Grouped by edition, Curtis 1966 and 1978, Malgoire, Gardiner and Cavina mostly or fully use Naples while the rest use Venice.",77,83,0.9209121465682983
Amazon,7784,PLACE,Naples,"Cavina 2010.Grouped by edition, Curtis 1966 and 1978, Malgoire, Gardiner and Cavina mostly or fully use Naples while the rest use Venice.",104,110,0.9617617130279541
Amazon,7784,PLACE,Venice,"Cavina 2010.Grouped by edition, Curtis 1966 and 1978, Malgoire, Gardiner and Cavina mostly or fully use Naples while the rest use Venice.",130,136,0.9598569869995117
Amazon,7784,PERSON,continuo,The orchestration is mostly written for continuo.,40,48,0.7334028482437134
Amazon,7784,PERSON,Antonacci,Antonacci is an excellent Poppea and also appeared in the outstanding Carmen DVD with Jonas Kaufman.,0,9,0.9470410943031311
Amazon,7784,PERSON,Jonas Kaufman,Antonacci is an excellent Poppea and also appeared in the outstanding Carmen DVD with Jonas Kaufman.,86,99,0.8005410432815552
Amazon,2370,PERSON,indian,"i find that indian celebrates many surreal moods which, although experienced by everyone, are rarely celebrated in other music.",12,18,0.6723191738128662
Amazon,2370,PERSON,shivkumar,i suspect that many engineers do not know how to record a santoor properly to pick up all its qualities.this particular recording is great for when i'm not in the mood to hear a full exposition of a rag but still want to hear shivkumar play.,226,235,0.924699068069458
Amazon,3102,PERSON,Ian,"version of the song without Ian's trademark flute, I couldn't believe it!",28,31,0.8997204303741455
Amazon,8769,PLACE,Germany,Some of these recordings are on the prestigious ECM label out of Germany - and these are the ones most readily available in the US.,65,72,0.7318309545516968
Amazon,8769,PLACE,US,Some of these recordings are on the prestigious ECM label out of Germany - and these are the ones most readily available in the US.,128,130,0.7199263572692871
Amazon,8769,PERSON,Lena,"With five wonderful musicians along for the ride, I'm guessing that Lena and the group together made the collective decisions on who would play on each track, the arrangements being determined by the music itself.",68,72,0.9470335245132446
Amazon,12234,PERSON,Michael,"For an artist like Michael who thrives on the classics, it is critical that the voice and music blend seamlessly like it does on the songs David produced.",19,26,0.9229987859725952
Amazon,12234,PERSON,David,"For an artist like Michael who thrives on the classics, it is critical that the voice and music blend seamlessly like it does on the songs David produced.",139,144,0.8739327788352966
Amazon,12234,PERSON,Michael,"As others have pointed out in their criticisms, the music accompanying Michael's voice sounds somewhat muddled and mundane.",71,78,0.9266000986099243
Amazon,12234,PERSON,Michael,Sales are not the but I hope this setback in momentum will send Michael scrambling back to David Foster for his next CD.,64,71,0.8286052346229553
Amazon,12234,PERSON,David Foster,Sales are not the but I hope this setback in momentum will send Michael scrambling back to David Foster for his next CD.,91,103,0.9224739074707031
Amazon,5262,PERSON,Miles Davis,"(I feel like I did when I stumbled onto classic-period Stones, or the Kinks, or Miles Davis, or Bob Dylan, or Radiohead--abundantly blessed with an embarrassment of riches far too great to fit in a greatest hits compilation.)Its brilliance is instantly evident.",80,91,0.9681880474090576
Amazon,5262,PERSON,Bob Dylan,"(I feel like I did when I stumbled onto classic-period Stones, or the Kinks, or Miles Davis, or Bob Dylan, or Radiohead--abundantly blessed with an embarrassment of riches far too great to fit in a greatest hits compilation.)Its brilliance is instantly evident.",96,105,0.9809197783470154
Amazon,6979,PLACE,upstairs,"Immediately after his performance I ran upstairs to buy the last copy of his most recent cd, So on to the cd.",40,48,0.6607916951179504
Amazon,6979,PERSON,Otto Von Schirach,"Although I would have to admit, if you want the full Otto Von Schirach experience, see him live, but if you just can't get enough of him like me, get all his albums starting with this one.",53,70,0.9642524719238281
Amazon,2844,PERSON,Autechre,"Autechre have put out a number of EPs over the years, and honestly they've all been great.",0,8,0.8202077150344849
Amazon,3319,PERSON,Natalia Gutman,"It's a German label committed to preserving the live recorded legacy of such greats as Natalia Gutman, Oleg Kagan, Sviataslav Richter, and of course Elisso herself.",87,101,0.9745937585830688
